"probs" "lower.cdf" "upper.cdf"
0 0.189238455466922 0.05477078102895
0.001 0.323676547197862 0.259199029962518
0.002 0.351288463364796 0.285459936993467
0.003 0.366971626701537 0.300878524816794
0.004 0.379015049584514 0.312731324525796
0.005 0.388881819309129 0.322137026239853
0.006 0.39652635516969 0.330282463035689
0.007 0.403767829023827 0.337274771300441
0.008 0.410062261287493 0.343697351742630
0.009 0.415479731437487 0.348928254116708
0.01 0.420954836506853 0.353898831398804
0.011 0.425135584350225 0.358597785609248
0.012 0.429648609559499 0.362740891355769
0.013 0.433508535293934 0.366842940184625
0.014 0.437381631199281 0.370511769876453
0.015 0.44071953783232 0.374129955731938
0.016 0.444118082897989 0.377253705957401
0.017 0.447325169759808 0.380451501617465
0.018 0.450645345736777 0.383738322453794
0.019 0.45330369136124 0.386473867698513
0.02 0.456005557954746 0.389227391373607
0.021 0.45892039368495 0.391837027215206
0.022 0.461511872705881 0.394455968090867
0.023 0.463973295228577 0.396975542650175
0.024 0.466450741997387 0.399116006919113
0.025 0.468579016543042 0.401374666965612
0.026 0.470845957049373 0.403433963158568
0.027 0.472947239016488 0.405446445629805
0.028 0.475095431701585 0.407535482129582
0.029 0.47715485064993 0.409571892266072
0.03 0.479022142129073 0.411516187711843
0.031 0.480888037771803 0.413418580336645
0.032 0.482639933967006 0.415256702692220
0.033 0.484427120223992 0.417060974284873
0.034 0.486235320172764 0.41878817218924
0.035 0.488023735059574 0.420389135988389
0.036 0.489651956870775 0.421943446865031
0.037 0.491144606866218 0.423683269052895
0.038 0.492606059425107 0.425265651159853
0.039 0.494097995894465 0.426765851833036
0.04 0.495718289986604 0.428260753839503
0.041 0.497365120868678 0.429679970369112
0.042 0.498818112147795 0.431064553946361
0.043 0.500382677321453 0.432416804391218
0.044 0.501834897636943 0.433739908061649
0.045 0.503176615389308 0.435228721369730
0.046 0.504420173033796 0.436685683390084
0.047 0.505787596117444 0.438042661160128
0.048 0.507072020437417 0.439371861726427
0.049 0.508411957313226 0.440731585164692
0.05 0.509687753017829 0.442027862076552
0.051 0.510893605303165 0.443271959318502
0.052 0.512005032760628 0.444526194589367
0.053 0.51322012462678 0.445725803748564
0.054 0.514396868556482 0.446970855898225
0.055 0.515607946458704 0.448217083612254
0.056 0.516765856070833 0.449303910203977
0.057 0.517887274191409 0.450470260696326
0.058 0.519037278267654 0.451535011001026
0.059 0.520091627344738 0.452652535246628
0.06 0.521254948321958 0.453842101125344
0.061 0.52232819826972 0.454947139382874
0.062 0.52339119610836 0.456003240909109
0.063 0.524449311000865 0.457165633594416
0.064 0.525483202329537 0.458176432583661
0.065 0.526633375294509 0.459274959111345
0.066 0.527689335480323 0.460237085493982
0.067 0.528727596775135 0.461300951288533
0.068 0.529747978283469 0.462336668123573
0.069 0.530648205748362 0.463315019750161
0.07 0.531605014039461 0.464250028551027
0.071 0.532565465487817 0.465249440037587
0.072 0.533527704406496 0.466230081743464
0.073 0.534424961463221 0.467125880014763
0.074 0.535381491501004 0.468087846113351
0.075 0.53632861886761 0.469035025500763
0.076 0.537229495854431 0.469966678679411
0.077 0.538128714889644 0.470792291143235
0.078 0.539052986184016 0.471638000074865
0.079 0.539916977734561 0.472512798444936
0.08 0.540772159523856 0.473317883666059
0.081 0.541645731065938 0.474178294335055
0.082 0.54244821269159 0.475038250291941
0.083 0.543222800053769 0.475881757049502
0.084 0.543989125763451 0.476657898857443
0.085 0.5447758786904 0.477456266000617
0.086 0.5456394918189 0.478279529945695
0.087 0.546475428697972 0.479114167679602
0.088 0.547333594834569 0.479945590490266
0.089 0.548061430213325 0.480735896980745
0.09 0.548803513604788 0.481572989723547
0.091 0.549555014905289 0.482342181488934
0.092 0.550313447180745 0.483134283207252
0.093 0.551089213238708 0.48394982775398
0.094 0.551817342889187 0.484761654925727
0.095 0.552546077460722 0.485474984101336
0.096 0.553244582665097 0.486198010140851
0.097 0.554061973460735 0.486973688345468
0.098 0.55479073512483 0.48766470196293
0.099 0.555547062520553 0.488374589892333
0.1 0.556258531239127 0.48916564788528
0.101 0.55698119850611 0.489937307549496
0.102 0.557627917727814 0.490681822268836
0.103 0.558357708850196 0.4913946590996
0.104 0.559027237531044 0.49216715402175
0.105 0.55967329284173 0.492853686703787
0.106 0.560400124642833 0.493599640173611
0.107 0.561081123442659 0.494335009381971
0.108 0.561762967282818 0.495070915983938
0.109 0.562451368105165 0.49574687972653
0.11 0.563096559911242 0.496417050490317
0.111 0.563801271992487 0.497138201415276
0.112 0.564464084872791 0.497831310836166
0.113 0.565138329499979 0.498494000752391
0.114 0.565864921497214 0.499152626216757
0.115 0.566465128473747 0.499856210389715
0.116 0.567135385157569 0.5005693031473
0.117 0.567735445534818 0.501258330598858
0.118 0.568355003246474 0.501918843118618
0.119 0.568913715114864 0.502603143268152
0.12 0.569567230919232 0.503265482065168
0.121 0.570190924335861 0.503905091309988
0.122 0.570806277826442 0.504549860273235
0.123 0.571473259754502 0.505177899547064
0.124 0.572068899614125 0.50579884761702
0.125 0.572670987738882 0.506439929878826
0.126 0.573230304429197 0.507111469656544
0.127 0.573834386452904 0.50779931062721
0.128 0.574428887663914 0.508411188367127
0.129 0.574998185664359 0.509020122462605
0.13 0.575603995384313 0.509660362950593
0.131 0.576219444944818 0.510270660733569
0.132 0.576813202895153 0.510886295124194
0.133 0.57736881575827 0.511452432048031
0.134 0.577941927806434 0.512040788682222
0.135 0.57851958515649 0.5126690876914
